name,time,value
threeAxis,2019-10-20 8:55:12.861 PM,"-116,-21,-1050"
contact,2019-10-20 8:55:12.323 PM,open
status,2019-10-20 8:55:12.319 PM,open
temperature,2019-10-20 8:40:24.865 PM,66
temperature,2019-10-20 8:25:21.825 PM,67
acceleration,2019-10-20 8:17:39.586 PM,inactive
threeAxis,2019-10-20 8:17:31.511 PM,"42,6,-1033"
threeAxis,2019-10-20 8:17:30.508 PM,"47,0,-1033"
threeAxis,2019-10-20 8:17:29.513 PM,"46,1,-1030"
threeAxis,2019-10-20 8:17:28.505 PM,"33,-2,-1032"
contact,2019-10-20 8:17:27.538 PM,closed
status,2019-10-20 8:17:27.536 PM,closed
threeAxis,2019-10-20 8:17:27.480 PM,"-113,-9,-1040"
threeAxis,2019-10-20 8:17:23.550 PM,"44,4,-1037"
threeAxis,2019-10-20 8:17:22.560 PM,"30,-1,-1033"
threeAxis,2019-10-20 8:17:21.543 PM,"58,5,-1034"
threeAxis,2019-10-20 8:17:20.530 PM,"68,6,-1028"
acceleration,2019-10-20 8:17:19.520 PM,active
threeAxis,2019-10-20 8:17:19.516 PM,"-186,-9,-1036"
contact,2019-10-20 8:17:15.370 PM,open
status,2019-10-20 8:17:15.368 PM,open
temperature,2019-10-20 8:10:18.808 PM,66
acceleration,2019-10-20 7:37:59.970 PM,inactive
threeAxis,2019-10-20 7:37:56.006 PM,"48,3,-1031"
threeAxis,2019-10-20 7:37:54.982 PM,"45,8,-1032"
threeAxis,2019-10-20 7:37:53.957 PM,"41,5,-1033"
threeAxis,2019-10-20 7:37:53.005 PM,"46,5,-1032"
threeAxis,2019-10-20 7:37:51.978 PM,"79,17,-1011"
contact,2019-10-20 7:37:51.942 PM,closed
status,2019-10-20 7:37:51.938 PM,closed
threeAxis,2019-10-20 7:37:50.950 PM,"129,-40,-1031"
acceleration,2019-10-20 7:37:49.942 PM,active
threeAxis,2019-10-20 7:37:49.940 PM,"230,7,-1026"
contact,2019-10-20 7:37:46.447 PM,open
status,2019-10-20 7:37:46.445 PM,open
contact,2019-10-20 7:37:36.058 PM,closed
status,2019-10-20 7:37:36.056 PM,closed
contact,2019-10-20 7:37:27.742 PM,open
status,2019-10-20 7:37:27.738 PM,open
acceleration,2019-10-20 7:37:03.924 PM,inactive
threeAxis,2019-10-20 7:36:58.920 PM,"49,2,-1030"
threeAxis,2019-10-20 7:36:57.915 PM,"39,3,-1033"
threeAxis,2019-10-20 7:36:56.910 PM,"53,5,-1028"
threeAxis,2019-10-20 7:36:55.909 PM,"37,5,-1031"
contact,2019-10-20 7:36:55.308 PM,closed
status,2019-10-20 7:36:55.306 PM,closed
threeAxis,2019-10-20 7:36:54.948 PM,"227,-13,-1030"
acceleration,2019-10-20 7:36:53.952 PM,active
threeAxis,2019-10-20 7:36:53.950 PM,"-83,-39,-1046"
contact,2019-10-20 7:36:53.782 PM,open
status,2019-10-20 7:36:53.781 PM,open
acceleration,2019-10-20 7:36:17.530 PM,inactive
threeAxis,2019-10-20 7:36:09.536 PM,"49,1,-1029"
threeAxis,2019-10-20 7:36:08.530 PM,"46,4,-1034"
threeAxis,2019-10-20 7:36:07.800 PM,"48,1,-1033"
threeAxis,2019-10-20 7:36:06.530 PM,"55,6,-1031"
contact,2019-10-20 7:36:05.877 PM,closed
status,2019-10-20 7:36:05.875 PM,closed
threeAxis,2019-10-20 7:36:05.506 PM,"116,-88,-1027"
threeAxis,2019-10-20 7:36:04.504 PM,"177,-4,-1030"
threeAxis,2019-10-20 7:36:03.500 PM,"77,-14,-1029"
threeAxis,2019-10-20 7:36:02.495 PM,"-72,-17,-1031"
threeAxis,2019-10-20 7:36:01.542 PM,"44,-1,-1038"
threeAxis,2019-10-20 7:36:00.508 PM,"72,2,-1035"
threeAxis,2019-10-20 7:35:59.770 PM,"72,2,-1033"
threeAxis,2019-10-20 7:35:58.485 PM,"124,-9,-1035"
acceleration,2019-10-20 7:35:57.482 PM,active
threeAxis,2019-10-20 7:35:57.480 PM,"-167,-5,-1032"
contact,2019-10-20 7:35:57.367 PM,open
status,2019-10-20 7:35:57.361 PM,open
acceleration,2019-10-20 3:14:48.384 PM,inactive
threeAxis,2019-10-20 3:14:42.378 PM,"49,6,-1034"
threeAxis,2019-10-20 3:14:41.369 PM,"48,5,-1031"
threeAxis,2019-10-20 3:14:40.370 PM,"53,-2,-1037"
threeAxis,2019-10-20 3:14:39.360 PM,"57,6,-1027"
acceleration,2019-10-20 3:14:38.361 PM,active
threeAxis,2019-10-20 3:14:38.355 PM,"74,153,-977"
contact,2019-10-20 3:14:35.474 PM,closed
status,2019-10-20 3:14:35.468 PM,closed
acceleration,2019-10-20 3:14:15.055 PM,inactive
threeAxis,2019-10-20 3:14:11.937 PM,"49,7,-1032"
threeAxis,2019-10-20 3:14:10.920 PM,"59,5,-1026"
threeAxis,2019-10-20 3:14:09.937 PM,"97,1,-1030"
threeAxis,2019-10-20 3:14:08.910 PM,"72,-11,-1033"
threeAxis,2019-10-20 3:14:07.901 PM,"70,2,-1034"
threeAxis,2019-10-20 3:14:06.892 PM,"97,-11,-1031"
threeAxis,2019-10-20 3:14:05.909 PM,"74,3,-1029"
threeAxis,2019-10-20 3:14:04.886 PM,"105,-3,-1030"
threeAxis,2019-10-20 3:14:03.867 PM,"-100,-10,-1034"
threeAxis,2019-10-20 3:13:55.891 PM,"38,5,-1033"
acceleration,2019-10-20 3:13:54.990 PM,active
threeAxis,2019-10-20 3:13:54.880 PM,"37,5,-1033"
threeAxis,2019-10-20 3:13:53.876 PM,"53,0,-1030"
threeAxis,2019-10-20 3:13:52.868 PM,"16,6,-1036"
threeAxis,2019-10-20 3:13:51.855 PM,"-190,9,-1024"
threeAxis,2019-10-20 3:13:42.790 PM,"36,2,-1030"
threeAxis,2019-10-20 3:13:41.770 PM,"29,1,-1027"
threeAxis,2019-10-20 3:13:40.797 PM,"66,2,-1035"
threeAxis,2019-10-20 3:13:39.770 PM,"90,-16,-1029"
threeAxis,2019-10-20 3:13:38.750 PM,"-112,-12,-1035"
threeAxis,2019-10-20 3:13:30.435 PM,"30,-3,-1033"
threeAxis,2019-10-20 3:13:29.430 PM,"64,3,-1029"
threeAxis,2019-10-20 3:13:28.430 PM,"66,-24,-1035"
threeAxis,2019-10-20 3:13:27.420 PM,"11,-42,-1038"
contact,2019-10-20 3:13:26.802 PM,open
status,2019-10-20 3:13:26.800 PM,open
threeAxis,2019-10-20 3:13:26.410 PM,"-173,63,-1072"
acceleration,2019-10-20 3:13:24.898 PM,inactive
threeAxis,2019-10-20 3:13:18.890 PM,"47,2,-1029"
threeAxis,2019-10-20 3:13:17.888 PM,"47,3,-1030"
threeAxis,2019-10-20 3:13:16.886 PM,"43,1,-1031"
threeAxis,2019-10-20 3:13:15.888 PM,"6,12,-1036"
acceleration,2019-10-20 3:13:14.869 PM,active
threeAxis,2019-10-20 3:13:14.866 PM,"186,17,-1023"
temperature,2019-10-20 2:54:17.980 PM,67
threeAxis,2019-10-20 2:51:30.141 PM,"43,1,-1034"
threeAxis,2019-10-20 2:51:29.145 PM,"47,5,-1036"
threeAxis,2019-10-20 2:51:28.137 PM,"45,3,-1032"
threeAxis,2019-10-20 2:51:27.130 PM,"-62,-21,-1035"
contact,2019-10-20 2:51:26.472 PM,closed
status,2019-10-20 2:51:26.471 PM,closed
threeAxis,2019-10-20 2:51:26.120 PM,"-79,-38,-1033"
threeAxis,2019-10-20 2:51:25.109 PM,"177,-27,-1030"
threeAxis,2019-10-20 2:51:24.110 PM,"4,-14,-1035"
threeAxis,2019-10-20 2:51:23.100 PM,"-254,-30,-1050"
threeAxis,2019-10-20 2:51:20.270 PM,"18,2,-1033"
threeAxis,2019-10-20 2:51:19.250 PM,"53,4,-1035"
threeAxis,2019-10-20 2:51:18.250 PM,"81,0,-1032"
threeAxis,2019-10-20 2:51:17.250 PM,"43,-3,-1035"
threeAxis,2019-10-20 2:51:16.230 PM,"-88,-13,-1032"
acceleration,2019-10-20 2:51:11.895 PM,inactive
threeAxis,2019-10-20 2:51:11.839 PM,"108,-21,-1033"
threeAxis,2019-10-20 2:51:06.900 PM,"26,2,-1033"
threeAxis,2019-10-20 2:51:05.910 PM,"45,2,-1033"
threeAxis,2019-10-20 2:51:04.930 PM,"108,-21,-1033"
threeAxis,2019-10-20 2:51:03.888 PM,"27,-41,-1037"
threeAxis,2019-10-20 2:51:02.880 PM,"-101,-37,-1048"
contact,2019-10-20 2:51:02.719 PM,open
status,2019-10-20 2:51:02.715 PM,open
acceleration,2019-10-20 2:51:01.870 PM,active
threeAxis,2019-10-20 2:51:01.868 PM,"182,77,-1035"
acceleration,2019-10-20 2:49:18.887 PM,inactive
threeAxis,2019-10-20 2:49:12.906 PM,"47,0,-1031"
threeAxis,2019-10-20 2:49:11.900 PM,"45,3,-1031"
threeAxis,2019-10-20 2:49:10.920 PM,"45,5,-1036"
contact,2019-10-20 2:49:10.118 PM,closed
status,2019-10-20 2:49:10.116 PM,closed
threeAxis,2019-10-20 2:49:09.880 PM,"64,1,-1033"
threeAxis,2019-10-20 2:49:09.100 PM,"92,-36,-1033"
threeAxis,2019-10-20 2:49:07.875 PM,"127,1,-1025"
threeAxis,2019-10-20 2:49:06.870 PM,"-4,-65,-1030"
threeAxis,2019-10-20 2:49:05.930 PM,"-127,-1,-1047"
contact,2019-10-20 2:49:05.827 PM,open
status,2019-10-20 2:49:05.811 PM,open
threeAxis,2019-10-20 2:49:02.860 PM,"46,2,-1031"
threeAxis,2019-10-20 2:49:01.887 PM,"41,7,-1036"
threeAxis,2019-10-20 2:49:00.850 PM,"39,-3,-1034"
threeAxis,2019-10-20 2:48:59.860 PM,"43,1,-1028"
contact,2019-10-20 2:48:59.232 PM,closed
status,2019-10-20 2:48:59.231 PM,closed
acceleration,2019-10-20 2:48:58.834 PM,active
threeAxis,2019-10-20 2:48:58.831 PM,"-162,-25,-1033"
contact,2019-10-20 2:48:54.983 PM,open
status,2019-10-20 2:48:54.981 PM,open
threeAxis,2019-10-20 2:42:49.766 PM,"48,2,-1033"
acceleration,2019-10-20 2:42:49.735 PM,inactive
threeAxis,2019-10-20 2:42:48.766 PM,"40,1,-1029"
threeAxis,2019-10-20 2:42:47.780 PM,"47,1,-1033"
threeAxis,2019-10-20 2:42:46.757 PM,"46,2,-1035"
contact,2019-10-20 2:42:46.244 PM,closed
status,2019-10-20 2:42:46.242 PM,closed
threeAxis,2019-10-20 2:42:45.770 PM,"43,-61,-1033"
threeAxis,2019-10-20 2:42:44.770 PM,"97,-54,-1048"
threeAxis,2019-10-20 2:42:43.740 PM,"78,-41,-1036"
threeAxis,2019-10-20 2:42:42.737 PM,"19,-94,-1037"
contact,2019-10-20 2:42:42.189 PM,open
status,2019-10-20 2:42:42.185 PM,open
threeAxis,2019-10-20 2:42:41.730 PM,"50,8,-1032"
threeAxis,2019-10-20 2:42:40.760 PM,"46,2,-1031"
contact,2019-10-20 2:42:39.762 PM,closed
status,2019-10-20 2:42:39.760 PM,closed
acceleration,2019-10-20 2:42:39.725 PM,active
threeAxis,2019-10-20 2:42:39.723 PM,"-117,-18,-1042"
contact,2019-10-20 2:42:28.378 PM,open
status,2019-10-20 2:42:28.376 PM,open
acceleration,2019-10-20 2:39:21.620 PM,inactive
threeAxis,2019-10-20 2:39:19.640 PM,"44,4,-1035"
threeAxis,2019-10-20 2:39:18.635 PM,"46,1,-1030"
threeAxis,2019-10-20 2:39:17.645 PM,"49,5,-1034"
threeAxis,2019-10-20 2:39:16.628 PM,"44,5,-1030"
threeAxis,2019-10-20 2:39:15.615 PM,"-19,9,-1053"
contact,2019-10-20 2:39:15.519 PM,closed
status,2019-10-20 2:39:15.507 PM,closed
threeAxis,2019-10-20 2:39:14.610 PM,"160,-7,-1024"
threeAxis,2019-10-20 2:39:13.610 PM,"183,3,-1032"
threeAxis,2019-10-20 2:39:12.600 PM,"30,-32,-1033"
acceleration,2019-10-20 2:39:11.605 PM,active
threeAxis,2019-10-20 2:39:11.601 PM,"-94,-18,-1044"
contact,2019-10-20 2:39:11.443 PM,open
status,2019-10-20 2:39:11.441 PM,open
acceleration,2019-10-20 2:38:43.430 PM,inactive
threeAxis,2019-10-20 2:38:34.461 PM,"45,5,-1028"
threeAxis,2019-10-20 2:38:33.468 PM,"41,2,-1031"
threeAxis,2019-10-20 2:38:32.440 PM,"41,5,-1032"
threeAxis,2019-10-20 2:38:31.445 PM,"77,2,-1023"
contact,2019-10-20 2:38:30.715 PM,closed
status,2019-10-20 2:38:30.711 PM,closed
threeAxis,2019-10-20 2:38:30.448 PM,"-5,-29,-1037"
threeAxis,2019-10-20 2:38:29.402 PM,"66,-21,-1031"
threeAxis,2019-10-20 2:38:28.404 PM,"66,-3,-1031"
threeAxis,2019-10-20 2:38:27.400 PM,"89,6,-1030"
threeAxis,2019-10-20 2:38:26.422 PM,"99,-83,-1034"
contact,2019-10-20 2:38:25.527 PM,open
status,2019-10-20 2:38:25.511 PM,open
threeAxis,2019-10-20 2:38:25.428 PM,"29,5,-1024"
threeAxis,2019-10-20 2:38:24.388 PM,"53,4,-1031"
acceleration,2019-10-20 2:38:23.373 PM,active
threeAxis,2019-10-20 2:38:23.368 PM,"-327,7,-998"
acceleration,2019-10-20 2:08:31.235 PM,inactive
threeAxis,2019-10-20 2:08:29.240 PM,"45,4,-1033"
threeAxis,2019-10-20 2:08:27.232 PM,"47,0,-1031"
